# Copyright (c) 1966-2018 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2018-10-22
# See end of file for additional documentation on specific fields
# Sort	Month	Day	Year	Cyto Location	Gene Symbols	Confidence (deprecated)	Gene Name	MIM Number	Mapping Method	Comments	Phenotypes	Mouse Gene Symbol
11.116	8	19	13	11p15.4	OR51E2, PSGR		Olfactory receptor, family 51, subfamily E, member 2	611268	REn			
11.117	5	7	03	11p15.4	OSBPL5, ORP5, KIAA1534		Oxysterol-binding protein-like protein 5	606733	R, REc			
11.118	12	10	12	11p15.4	RIC3		Resistance to inhibitors of cholinesterase 3, C. elegans, homolog of	610509	REc			
11.119	7	18	14	11p15.4	RRP8, NML, KIAA0409		Ribosomal RNA processing protein 8, homolog of	615818	R, REc			
11.120	4	19	12	11p15.4	SCUBE2		Signal peptide-, CUB domain-, and EGF-like domains-containing protein 2	611747	REc			
11.121	4	2	16	11p15.4	SNORA3B, SNORA45		Small nucleolar RNA, H/ACA box 3B	611333	REc			
11.122	8	17	10	11p15.4	SYT9		Synaptotagmin 9	613528	REc			
11.123	4	17	12	11p15.4	TRIM3, RNF22, BERP		Tripartite motif-containing 3	605493	R, REc			
11.124	4	23	08	11p15.4	TRIM66, TIF1D, KIAA0298		Tripartite motif-containing protein 66	612000	R, REc			
11.125	12	21	09	11p15.4	TRIM68, SS56, GC109		Tripartite motif-containing protein 68	613184	REc	incorrectly assigned to 2p24 by FISH		
11.126	2	3	15	11p15.4	TUB, RDOB		Tubby, mouse, homolog of	601197	REc, H	mutation identified in 1 RDOB family	?Retinal dystrophy and obesity, 616188 (3)	
11.127	6	26	00	11p15.4	ZNF214		Zinc finger protein-214	605015	REc			
11.128	6	26	00	11p15.4	ZNF215		Zinc finger protein-215	605016	REc			
11.129	2	25	15	11p15.4	MRVI1, IRAG		Murine retrovirus integration site 1, homolog of	604673	REc			
11.130	2	28	01	11p15.4	TRIM34, RNF21, IFP1		Tripartite motif-containing 34 (RING finger protein-21)	605684	A			
11.131	6	6	00	11p15.4	ZNF143, SBF		Zinc finger protein-143	603433	A			
11.132	3	31	03	11p15.4	SMPD1, NPD		Sphingomyelin phosphodiesterase-1, acid lysosomal	607608	REa, A		Niemann-Pick disease, type A, 257200 (3); Niemann-Pick disease, type B, 607616 (3)	7(Smpd1)
11.133	9	11	08	11p15.4	AKIP1, BCA3, C11orf17		Protein kinase A-interacting protein 1	609191	R, REc			7(Akip1)
11.134	4	6	13	11p15.4	GALNT18, GALNACT18, GALNTL4		UPD-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 18	615136	REc			
11.135	10	28	08	11p15.3	MICAL2, KIAA0750		Microtubule-associated monooxygenase, calponin and LIM domains-containing 2	608881	R, REc			
11.136	10	28	08	11p15.3	MICALCL, EBITEIN1		MICAL C terminus-like protein	612355	REc			
11.137	12	2	09	11p15.4	NRIP3		Nuclear receptor-interacting protein 3	613125	REc			
11.138	5	16	05	11p15.4	SH2BP1, KIAA0155, p150		SH2 domain-binding protein 1	609366	Psh, REc			7(Sh2bl1)
11.139	4	3	03	11p15.4	STK33		Serine/threonine protein kinase 33	607670	REc, H			7(Stk33)
11.140	12	4	01	11p15.4	TAF10, TAF2H, TAF2A		TAF10 RNA polymerase II, TATA box-binding protein-associated factor, 30kD	600475	A			
11.141	2	23	12	11p15.3	USP47		Ubiquitin-specific protease 47	614460	REc			
11.142	5	29	13	11p15.4	ZBED5, BUSTER1		Zinc finger BED domain-containing protein 5	615251	REc			
11.143	10	7	02	11p15.2	SOX6		SRY-box 6	607257	A			7(Sox6)
11.144	7	20	06	11p15.3	PTH		Parathyroid hormone	168450	REa, REb, A, Fd	~9cM distal to CALC1; distal to MYOD	Hypoparathyroidism, autosomal dominant, 146200 (3); Hypoparathyroidism, autosomal recessive, 146200 (3)	7(Pth)
11.145	3	23	93	11p15.4	WEE1		wee1+, S. pombe, homolog of	193525	A			
11.146	8	21	91	11p15.1	TPH1, TPH		Tryptophan hydroxylase 1 (tryptophan-5-monooxygenase)	191060	REa, A			7(Tph)
11.147	8	12	14	11p15.3	BTBD10		BTB/POZ domain-containing protein 10	615933	REc			
11.148	10	15	10	11p15.2	COPB1, COPB		Coatomer protein complex, subunit beta 1	600959	REc			
11.149	7	20	04	11p15.2	CYP2R1		Cytochrome P450, subfamily IIR, polypeptide 1 (vitamin D 25-hydroxylase)	608713	REc		Rickets due to defect in vitamin D 25-hydroxylation, 600081 (3)	
11.150	1	5	15	11p15.3	FAR1, MLSTD2, PFCRD		Fatty acyl CoA reductase 1	616107	REc		Peroxisomal fatty acyl-CoA reductase 1 disorder, 616154 (3)	7(Far1)
11.151	12	29	06	11p15.2	INSC		Inscuteable, Drosophila, homolog of	610668	REc			
11.152	7	18	12	11p15.3	RASSF10		Ras association domain family, member 10	614713	REc			
11.153	9	18	06	11p15.3	TEAD1, TCF13, REF1		TEA domain family member 1	189967	Psh, R		Sveinsson chorioretinal atrophy, 108985 (3)	
11.154	5	8	97	11p15.2	CALCA, CALC1		Calcitonin/calcitonin-related polypeptide, alpha	114130	REa, A, REb, D, Fd, REn	same 220kb fragment as CALCB		7(Calc)
11.155	3	23	93	11p15.2	CALCB, CALC2		Calcitonin-related polypeptide, beta	114160	A, REa, REb, D			
11.156	6	19	98	11p15.1	NELL1		Nel-like 1	602319	A			
11.157	2	18	96	11p15.1	PTPN5, STEP		Protein tyrosine phosphatase, nonreceptor-type, 5 (striatum-enriched)	176879	Psh, A			7(Ptpn5)
11.158	5	10	12	11p15.1	SLC6A5, GLYT2, HKPX3		Solute carrier family 6 (neurotransmitter transporter, glycine), member 5	604159	R		Hyperekplexia 3, 614618 (3)	
11.159	08	16	18	11p15.1	TSG101		Tumor susceptibility gene 101	601387	R, A			
11.160	4	27	07	11p15.1	UEVLD, UEV3, ATTP		Ubiquitin E2 variant and lactate/malate dehydrogenase domains-containing protein	610985	REc			
11.161	7	14	98	11p14.3	GAS2		Growth arrest-specific 2	602835	R, A, H			7(Gas2)
11.162	8	31	06	11p15.1	ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2		ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor)	600509	A, REn, Fd, LD		Hyperinsulinemic hypoglycemia, familial, 1, 256450 (3); Hypoglycemia of infancy, leucine-sensitive, 240800 (3); Diabetes mellitus, transient neonatal 2, 610374 (3); Diabetes mellitus, noninsulin-dependent, 125853 (3); Diabetes mellitus, permanent neonatal, 606176 (3)	
11.163	1	31	11	11p15.1	B7H6		B7 homolog 6	613714	REc			
11.164	6	24	08	11p15.1	CSRP3, CRP3, CLP, CMD1M, CMH12		Cysteine- and glycine-rich protein 3	600824	A	mutation identified in 1 CMD1M family	?Cardiomyopathy, dilated, 1M, 607482 (3); Cardiomyopathy, hypertrophic, 12, 612124 (3)	
11.165	8	11	15	11p15.3	DKK3, RIG		Dickkopf, Xenopus, homolog of, 3	605416	A			
11.166	6	9	08	11p15.1	E2F8		E2F transcription factor 8	612047	REc			7(E2f8)
11.167	6	1	04	11p15.1	HTATIP2, TIP30, CC3		HIV-1 TAT-interacting protein 2, 30kD	605628	R, REc			
11.168	1	31	17	11p15.1	KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13		Potassium inwardly-rectifying channel, subfamily J, member 11	600937	A, REn, Fd, LD	4.5kb 3' of SUR	Hyperinsulinemic hypoglycemia, familial, 2, 601820 (3); Diabetes, permanent neonatal, with or without neurologic features, 606176 (3); {Diabetes mellitus, type 2, susceptibility to}, 125853 (3); Diabetes mellitus, transient neonatal, 3, 610582 (3); Maturity-onset diabetes of the young, type 13, 616329 (3)	
11.169	3	31	09	11p15.1	MRGPRX1, MRGX1		Mas-related G protein-coupled receptor family, member X1	607227	REc			
11.170	3	31	09	11p15.1	MRGPRX2, MRGX2		Mas-related G protein-coupled receptor family, member X2	607228	REc			
11.171	3	31	09	11p15.1	MRGPRX3, MRGX3		Mas-related G protein-coupled receptor family, member X3	607229	REc			
11.172	3	31	09	11p15.1	MRGPRX4, MRGX4		Mas-related G protein-coupled receptor family, member X4	607230	REc			
11.173	1	2	08	11p15.1	NAV2, RAINB1, KIAA1419		Neuron navigator 2	607026	R, REc			
11.174	3	31	15	11p15.1	PIK3C2A, CPK		Phosphatidylinositol 3-kinase, class 2, alpha	603601	REc			
11.175	3	31	09	11p15.2-p15.1	PLEKHA7		Pleckstrin homology domain-containing protein, family A, member 7	612686	REc			
11.176	1	13	99	11p15.2	PSMA1, PROS30		Proteasome subunit, alpha-type, 1	602854	A			
11.177	3	18	94	11p15.1	SAA1		Serum amyloid A1	104750	REa, H, A, Psh			7(Saa1)
11.178	3	18	94	11p15.1	SAA2		Serum amyloid A2	104751	REn, A, Fd, Psh	pseudogene = SAA3		
11.179	3	18	94	11p15.1	SAA4		Serum amyloid A4, constitutive	104752	REn, A, Psh			7(Saa4)
11.180	11	29	12	11p15.1	USH1C, DFNB18A		Harmonin (Usher syndrome 1C gene)	605242	Fd	Acadian and Samaritan variety	Usher syndrome, type 1C, 276904 (3); Deafness, autosomal recessive 18A, 602092 (3)	
11.181	7	15	09	11p15.1	ZDHHC13, HIP14L		Zinc finger DHHC domain-containing protein 13	612815	REc			
11.182	3	18	95	11p15.1	GTF2H1		General transcription factor IIH, polypeptide 1 (62kD subunit)	189972	A, REn	within 50kb of LDHA		
11.183	6	19	98	11p15.4	APBB1, FE65		Amyloid beta A4 precursor protein-binding, family B, member-1	602709	A			7(Apbb1)
11.184	8	20	98	11p15.3	ARNTL, BMAL1, TIC		Aryl hydrocarbon receptor nuclear translocator-like	602550	A			7(Arntl)
11.185	2	24	97	11p15.4	ART1		ADP-ribosyltransferase 1	601625	REa			7(Art1)
11.186	11	30	06	11p15.4	ART5		ADP-ribosyltransferase 5	610625	REc			7(Art5)
11.187	6	19	98	11p15.4	EIF4G2, DAP5		Eukaryotic translation initiation factor 4G-like 1	602325	A, H			7(Eif4G2)
11.188	8	23	17	11p15.5	EPS8L2, EPS8R2, DFNB106		EPS8-like protein 2	614988	REc		Deafness autosomal recessive 106, 617637 (3)	7(Eps8l2)
11.189	12	29	99	11p14.3	FANCF		Fanconi anemia, complementation group F	613897	REc		Fanconi anemia, complementation group F, 603467 (3)	
11.190	8	20	07	11p15	GINGF4, HGF4, GGF4		Fibromatosis, gingival, 4	611010	Fd	between D11S1984 and D11S1338	Fibromatosis, gingival, 4 (2)	
11.191	2	12	07	11p15	IH, HHP		Hemihyperplasia, isolated	235000	Fd	epigenetic or uniparental disomy	Hemihypertrophy (2)	
11.192	2	4	15	11p15.1	KCNC1, EPM7		Potassium voltage-gated channel, Shaw-related subfamily, member 1	176258	A, REn		Epilepsy, progressive myoclonic 7, 616187 (3)	7(Kcnc1)
11.193	4	17	97	11p15.4	LMO1, RBTN1, RHOM1		LIM domain only 1 (rhombotin 1)	186921	Ch, D		Leukemia, T-cell acute lymphoblastic (2)	7(Ttg1)
11.194	7	26	10	11p15	LVNC2		Left ventricular noncompaction 2	609470	Fd	max lod at D11S902	Left ventricular noncompaction 2 (2)	
11.195	1	8	01	11p15.4	MMP26		Matrix metalloproteinase 26 (matrilysin 2)	605470	REa, R			
11.196	7	22	11	11p15.5	MUC5B		Mucin 5, subtype B, tracheobronchial	600770	REa, A		{Pulmonary fibrosis, idiopathic, susceptibility to}, 178500 (3)	
11.197	2	5	16	11p15	NBLST7		Neuroblastoma, susceptibility to, 7	616792	Fd	associated with rs2168101	{Neuroblastoma, susceptibility to, 7} (2)	
11.198	4	17	13	11p15.4	NLRP10, NALP10, PYNOD, NOD8		NLR family, pyrin domain containing 10	609662	REc			
11.199	2	4	00	11p15.4	NUP98		Nucleoporin, 98kD	601021	Ch, REc, Psh	fused with HOXA9, NSD1, NSD3, PMX1, HOXC13, DDX10, TOP1, HOXD11 in myeloid leukemia		
11.200	7	9	14	11p15.4	OR6A2, OR6A1		Olfactory receptor, family 6, subfamily A, member 2	608495	REc, A			
11.201	10	29	09	11p15.3	PARVA		Parvin, alpha	608120	REc			
11.202	3	9	98	11p15.2	PDE3B		Phosphodiesterase-3B, cGMP-inhibited	602047	A, Psh			
11.203	3	6	01	11p15.5	PKP3		Plakophilin-3	605561	A			
11.204	2	16	01	11p15.5	POLR2L, RPB10		Polymerase II, RNA, subunit L	601189	A			
11.205	9	24	08	11p15.4	RBMXL2, HNRNPGT, HNRPGT		RNA-binding motif protein, X chromosome, like 2	605444	A, R			
11.206	11	20	15	11p15.4	RNF141, ZNF230		RING finger protein 141	616641	REc			7(Rnf141)
11.207	2	20	01	11p15.4	RPL27A		Ribosomal protein L27a	603637	RE, R			7(Rpl27a)
11.208	11	16	05	11p15.4	SBF2, MTMR13, CMT4B2		SET binding factor 2 (myotubularin-related 13)	607697	Fd, REc		Charcot-Marie-Tooth disease, type 4B2, 604563 (3)	
11.209	10	23	92	11p15.4	ST5, HTS1		Suppression of tumorigenicity-5	140750	S, REa, A			
11.210	5	23	00	11p15.4	SWAP70		Switch-associated protein 70	604762	A, H			7(Swap70)
11.211	2	26	04	11p15.4	TRIM5, RNF88		Tripartite motif-containing protein 5	608487	R			
11.212	2	19	03	11p15.4	TRIM6		Tripartite motif-containing protein 6	607564	R			
11.213	2	19	03	11p15.4	TRIM22, STAF50		Tripartite motif-containing protein 22	606559	A, R			
11.214	1	30	01	11p15.4	UBQLN3		Ubiquilin 3	605473	R			
11.215	1	20	09	11p15-p14	DEL11p15p14, C11DELp15p14		Chromosome 11p15-p14 deletion syndrome (homozygous)	606528	Ch	contiguous gene deletion syndrome	Chromosome 11p15-p14 deletion syndrome (4)	
11.216	1	12	07	11p15.1	NUCB2, NEFA		Nucleobindin 2	608020	REc			
11.217	1	9	01	11p13	ELF5, ESE2		E74-like factor 5 (epithelium-specific ETS factor 2)	605169	Psh, R			
11.218	1	29	03	11p15.1	HPS5, RU2, KIAA1017		HPS gene 5 (ruby-eye 2, mouse, homolog of)	607521	REc, H		Hermansky-Pudlak syndrome 5, 614074 (3)	7(ru2)
11.219	09	27	18	11p14.3	ANO5, TMEM16E, GDD1, LGMDR12		Anoctamin 5	608662	REn, H, Fd		Gnathodiaphyseal dysplasia, 166260 (3); Muscular dystrophy, limb-girdle, autosomal recessive 12, 611307 (3); Miyoshi muscular dystrophy 3, 613319 (3)	7(Tmem16e)
11.220	11	29	12	11p15.1	OTOG, OTGN, DFNB18B		Otogelin	604487	A		Deafness, autosomal recessive 18B, 614945 (3)	7(Otog)
11.221	2	19	03	11p14.3	SLC17A6, VGLUT2, DNPI		Solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	607563	A			
11.222	4	10	90	11p14.3-p12	ST2		Suppression of tumorigenicity-2	185440	Ch			
11.223	9	28	11	11p14.2	BBOX1, BBOX		Butyrobetaine-gamma, 2-oxoglutarate dioxygenase 1	603312	R, REc			
11.224	8	22	16	11p14.2	FIBIN		Fin bud initiation factor, zebrafish, homolog of	617085	REc, H			2(Fibin)
11.225	12	24	08	11p14.2	SLC5A12, SMCT2		Solute carrier family 5 (sodium/glucose cotransporter), member 12	612455	REc			
11.226	3	19	09	11p14.2-q12.3	DFNA59		Deafness, autosomal dominant 59	612642	Fd	between D22S929 and D11S480	Deafness, autosomal dominant 59 (2)	
11.227	10	6	08	11p14.1	CCDC34		Coiled-coil domain-containing protein 34	612324	REc			
11.228	10	6	08	11p14.1	DCDC5, KIAA1493		Doublecortin domain-containing protein 5	612321	REc, H			2(Dcdc5)
11.229	9	8	08	11p14.1	HSP90AA2, HSPCAL3		Heat-shock protein, 90kD, alpha, class A, member 2	140575	REa, A			
11.230	7	22	13	11p14.1	LGR4, GPR48, BNMD17		Leucine-rich repeat-containing G protein-coupled receptor 4	606666	REc, Psh, R	previously mapped to 5q34-q35.1	{Bone mineral density, low, susceptibility to}, 615311 (3)	
11.231	10	7	08	11p14.1	LIN7C, VELI3, MALS3		Lin7, C. elegans, homolog of, C	612332	REc			
11.232	3	23	09	11p14.1	MIR610, MIRN610		Micro RNA 610	612330	REc			
11.233	9	23	08	11p14.1	C11orf46		Chromosome 11 open reading frame 46	612295	REc			
11.234	9	23	08	11p13	LOC283267		LOC283267 gene	612296	REc			
11.235	4	20	10	11p14.1-p11.2	SPG41		Spastic paraplegia 41	613364	Fd	max lod 2.36; between D11S1324 and D11S1993	?Spastic paraplegia 41, autosomal dominant (2)	
11.236	1	28	13	11p14.3-p14.2	ANO3, TMEM16C, C11orf25, DYT24		Anoctamin 3	610110	REc		Dystonia 24, 615034 (3)	
11.237	8	27	15	11p14.1	BDNFAS, BDNFOS		BDNF antisense RNA	611468	REc			
11.238	8	19	13	11p14.1	KIF18A		Kinesin family member 18A	611271	REc			
11.239	8	1	13	11p15.1	SERGEF, DELGEF		Secretion-regulating guanine nucleotide exchange factor	606051	REc, Psh			
11.240	11	10	10	11p14	TST1		Tuberculin skin test reactivity, absence of	613636	Fd	at chr11:26.37M	[Tuberculin skin test reactivity, absence of] (2)	
11.241	1	27	04	11p14.3	LUZP2		Leucine zipper protein 2	608178	R			
11.242	3	16	10	11p14.1	MPPED2, C11orf8, D11S302E, 239FB		Metallophosphoesterase domain-containing protein 2	600911	REn			
11.243	12	22	08	11p13	APIP, CGI29, MMRP19		APAF1-interacting protein	612491	REc			
11.244	4	25	18	11p14.1	BDNF		Brain-derived neurotrophic factor	113505	A, REa, D	homeology with NRF3 on 12p; at p14 boundary		1(Bdnf)
11.245	4	21	16	11p13	DEL11p13, C11DELp13		Chromosome 11p13 deletion syndrome, distal	616902	Ch		Chromosome 11p13 deletion syndrome, distal, 616902 (4)	
11.246	12	14	10	11p13	DEL11p13, C11DELp13, WAGR		Wilms tumor, aniridia, genitourinary anomalies and mental retardation syndrome (chromosome 11p13 deletion syndrome)	194072	Ch	deletion of WT1 and PAX6 genes	Wilms tumor, aniridia, genitourinary anomalies and mental retardation syndrome (4)	
11.247	9	23	08	11p13	C11orf41, G2		Chromosome 11 open reading frame 41	612297	REc, REn			
11.248	11	19	13	11p13	CAPRIN1, M11S1, GPIAP1, GRIP137		Cell cycle associated protein 1	601178	REc			
11.249	9	21	11	11p13	CAT		Catalase	115500	S, D, Fd	cen-CAT-WT1-AN2-pter	Acatalasemia, 614097 (3)	2(Cas1)
11.250	10	7	08	11p13	CCDC73		Coiled-coil domain-containing protein 73	612328	REc			
11.251	9	23	08	11p13	CD59, MIC11		CD59 antigen (p18-20)	107271	REa, A, D	in mouse Ly-6 = multigene complex	Hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy, 612300 (3)	15(Ly6)
11.252	9	23	08	11p13	COMM9		COMM domain-containing protein 9	612299	REc, REn			
11.253	5	25	13	11p13	CSTF3		Cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kD	600367	REc			
11.254	8	29	03	11p14-p13	DCDC1		Doublecortin domain-containing protein 1	608062	REc			
11.255	9	23	08	11p13	DEPDC7, TR2		DEP domain-containing protein 7	612294	REc, REn			
11.256	8	21	07	11p13	DPH4		DPH4, S. cerevisiae, homolog of	611072	R, REc			
11.257	3	9	10	11p13	ECT, BECTS		Centrotemporal epilepsy	117100	Fd	previously assigned to 15q14	Centrotemporal epilepsy (2)	
11.258	10	3	07	11p13	EIF3M, PCID1, B5, GA17		Eukaryotic translation initiation factor 3, subunit M	609641	REc			
11.259	10	3	16	11p13	ELP4, PAX6NEB, AN2		Elongation protein 4, S. cerevisiae, homolog of	606985	REc	mutation identified in 1 AN2 patient	?Aniridia 2, 617141 (3)	
11.260	9	9	08	11p13	FBXO3, FBX3, FBA		F-box only protein 3	609089	REc			2(Fbxo3)
11.261	8	29	08	11p13	FJX1		Four-jointed box, Drosophila, homolog of, 1	612206	REc			
11.262	4	6	15	11p14.1	FSHB, HH24		Follicle-stimulating hormone, beta polypeptide	136530	D, REa	distal to AN2	Hypogonadotropic hypogonadism 24 without anosmia, 229070 (3)	2(Fshb)
11.263	10	24	00	11p13	HIPK3, PKY, DYRK6		Homeodomain-interacting protein kinase-3	604424	A			
11.264	10	6	08	11p13	IMMP1L, IMP1		Inner mitochondrial membrane peptidase, subunit 1, S. cerevisiae, homolog of	612323	REc			
11.265	5	17	18	11p13	LDLRAD3, LRAD3		Low density lipoprotein receptor class A domain-containing protein 3	617986	REc			
11.266	12	11	95	11p13	LMO2, RBTNL1, RHOM2, TTG2		LIM domain only 2 (rhombotin-like 1)	180385	REa, REc	3rd rhombotin gene not on 11	Leukemia, acute T-cell (2)	
11.267	4	13	05	11p13	MYP7		Myopia 7	609256	Fd		Myopia 7 (2)	
11.268	5	9	14	11p13	NAT10, ALP, KIAA1709		N-acetyltransferase 10	609221	REc, REn			
11.269	1	27	17	11p13	PAX6, AN2, MGDA, FVH1, ASGD5		Paired box homeotic gene-6	607108	Ch, Fd	mutation identified in 1 patient each with MDGA, COLBN, or COLB	Aniridia, 106210 (3); Cataract with late-onset corneal dystrophy, 106210 (3); Anterior segment dysgenesis 5, multiple subtypes, 604229 (3); Foveal hypoplasia 1, 136520 (3); Keratitis, 148190 (3); Optic nerve hypoplasia, 165550 (3); ?Morning glory disc anomaly, 120430 (3); ?Coloboma of optic nerve, 120430 (3); ?Coloboma, ocular, 120200 (3)	2(Sey)
11.270	12	15	17	11p13	PDHX, PDX1, E3BP, PDHXD		Pyruvate dehydrogenase complex, lipoyl-containing component X	608769	A, R, Psh, REc		Lacticacidemia due to PDX1 deficiency, 245349 (3)	
11.271	1	2	08	11p13	PRRG4, PRGP4, TMG4		Proline-rich gamma-carboxyglutamic acid protein 4	611690	REc			
11.272	6	9	08	11p12	RAG1		Recombination activating gene-1	179615	REa, D	assignment to 14 in error	Severe combined immunodeficiency, B cell-negative, 601457 (3); Omenn syndrome, 603554 (3); Alpha/beta T-cell lymphopenia with gamma/delta T-cell expansion, severe cytomegalovirus infection, and autoimmunity, 609889 (3); Combined cellular and humoral immune defects with granulomas, 233650 (3)	2(Rag1)
11.273	6	9	08	11p12	RAG2		Recombination activating gene-2	179616	REa, D	assignment to 14 in error	Severe combined immunodeficiency, B cell-negative, 601457 (3); Omenn syndrome, 603554 (3); Combined cellular and humoral immune defects with granulomas, 233650 (3)	2(Rag2)
11.274	7	13	98	11p13	RCN1		Reticulocalbin 1	602735	REc			2(Rcn1)
11.275	10	3	16	11p13	TRIM44, AN3		Tripartite motif-containing protein 44	612298	REc, REn	mutation identified in 1 AN3 family	?Aniridia 3, 617142 (3)	
11.276	8	16	11	11p13	WT1, NPHS4		Wilms tumor-1	607102	Ch	clumped: pter-FSHB-AN2-WT1-CAT	Wilms tumor, type 1, 194070 (3); Denys-Drash syndrome, 194080 (3); Nephrotic syndrome, type 4, 256370 (3); Frasier syndrome, 136680 (3); Meacham syndrome, 608978 (3); Mesothelioma, somatic, 156240 (3)	2(Wt1)
11.277	2	12	16	11p13	WT1AS, WIT1		WT1 antisense RNA	607899	REc			
11.278	3	13	06	11p13-p12	DFNB51		Deafness, autosomal recessive 51	609941	Fd	max lod at D11S4102	Deafness, autosomal recessive 51 (2)	
11.279	4	6	01	11p13-p12	EVR3		Exudative vitreoretinopathy 3	605750	Fd		Exudative vitreoretinopathy 3 (2)	
11.280	11	24	15	11p13-p12	PRR5L, PROTOR2, FLJ14213		Proline-rich protein 5-like	611728	R, REc			
11.281	2	24	97	11p11.2	PSMC3, TBP1		Proteasome (prosome, macropain) 26S subunit, ATPase, 3	186852	Psh, A			
11.282	9	22	16	11p13	SLC1A2, EAAT2, EIEE41		Solute carrier family 1 (glial high affinity glutamate transporter), member 2	600300	A, REa		Epileptic encephalopathy, early infantile, 41, 617105 (3)	2(Eaat2)
11.283	12	24	08	11p13-p12	WAGRO, DEL11p14p12		Wilms tumor, aniridia, genitourinary anomalies, mental retardation, and obesity syndrome	612469	Ch	contiguous gene deletion syndrome	WAGRO syndrome (4)	
11.284	7	20	09	11q14.3	FOLH1B, PSMAL, GCP3		Folate hydrolase 1B	609020	A, REc			
11.285	4	26	10	11p13-q12	CANDF3, CANDN1, FCNC		Candidiasis, familial, 3	607644	Fd	between D11S1312 and D11S4191	Candidiasis, familial, 3 (2)	
11.286	11	18	11	11p13-q14.1	MRT23		Mental retardation, autosomal recessive 23	614344	Fd	between rs604518 and rs10899421	Mental retardation, autosomal recessive 23 (2)	
11.287	12	23	05	11p12	API5, AAC11		Apoptosis inhibitor 5	609774	REc			
11.288	1	22	08	11p12	BMND8		Bone mineral density QTL 8	611739	Fd	between D11S1392 and D11S4102	{Osteoporosis}, 166710 (2)	
11.289	1	29	01	11p13	EHF, ESE3		ETS homologous factor	605439	REa, A			
11.290	9	12	08	11p12	LRRC4C, NGL1, KIAA1580		Leucine rich repeat containing 4C (netrin-G1 ligand)	608817	R, REc			
